image_id,filename,label,split,annotator,date,source
107,Banarasi_Silk_00107.jpg,Banarasi_Silk,val,Abhinav Dogra,2026-02-22,fabindia.com
108,Banarasi_Silk_00108.jpg,Banarasi_Silk,val,Abhinav Dogra,2026-03-15,handlooms.nic.in
109,Banarasi_Silk_00109.jpg,Banarasi_Silk,val,Abhinav Dogra,2026-02-25,tatacliq.com
110,Banarasi_Silk_00110.jpg,Banarasi_Silk,val,Pratham Gupta,2026-03-10,westside.com
111,Banarasi_Silk_00111.jpg,Banarasi_Silk,val,Abhinav Dogra,2026-03-13,handlooms.nic.in
112,Banarasi_Silk_00112.jpg,Banarasi_Silk,val,Abhinav Dogra,2026-03-09,craftsvilla.com
113,Banarasi_Silk_00113.jpg,Banarasi_Silk,val,Abhinav Dogra,2026-02-18,biba.in
114,Banarasi_Silk_00114.jpg,Banarasi_Silk,val,Abhinav Dogra,2026-02-25,westside.com
115,Banarasi_Silk_00115.jpg,Banarasi_Silk,val,Pratham Gupta,2026-02-27,westside.com
116,Banarasi_Silk_00116.jpg,Banarasi_Silk,val,Abhinav Dogra,2026-03-02,cbazaar.com
117,Banarasi_Silk_00117.jpg,Banarasi_Silk,val,Pratham Gupta,2026-03-03,pantaloons.com
118,Banarasi_Silk_00118.jpg,Banarasi_Silk,val,Abhinav Dogra,2026-02-15,ajio.com
119,Banarasi_Silk_00119.jpg,Banarasi_Silk,val,Pratham Gupta,2026-02-27,pantaloons.com
120,Banarasi_Silk_00120.jpg,Banarasi_Silk,val,Pratham Gupta,2026-03-10,texmin.nic.in
121,Banarasi_Silk_00121.jpg,Banarasi_Silk,val,Abhinav Dogra,2026-03-08,sikshalochan.nic.in
122,Banarasi_Silk_00122.jpg,Banarasi_Silk,val,Abhinav Dogra,2026-02-20,nykafashion.com
123,Banarasi_Silk_00123.jpg,Banarasi_Silk,val,Abhinav Dogra,2026-03-06,craftsvilla.com
124,Banarasi_Silk_00124.jpg,Banarasi_Silk,val,Pratham Gupta,2026-02-26,india.gov.in/textiles
125,Banarasi_Silk_00125.jpg,Banarasi_Silk,val,Abhinav Dogra,2026-03-01,nykafashion.com
126,Banarasi_Silk_00126.jpg,Banarasi_Silk,test,Abhinav Dogra,2026-02-22,india.gov.in/textiles
127,Banarasi_Silk_00127.jpg,Banarasi_Silk,test,Pratham Gupta,2026-03-04,utsavfashion.com
128,Banarasi_Silk_00128.jpg,Banarasi_Silk,test,Abhinav Dogra,2026-02-28,limeroad.com
129,Banarasi_Silk_00129.jpg,Banarasi_Silk,test,Pratham Gupta,2026-03-02,nykafashion.com
130,Banarasi_Silk_00130.jpg,Banarasi_Silk,test,Pratham Gupta,2026-03-04,nykafashion.com
131,Banarasi_Silk_00131.jpg,Banarasi_Silk,test,Abhinav Dogra,2026-02-18,westside.com
132,Banarasi_Silk_00132.jpg,Banarasi_Silk,test,Pratham Gupta,2026-03-02,texmin.nic.in
133,Banarasi_Silk_00133.jpg,Banarasi_Silk,test,Abhinav Dogra,2026-02-22,cbazaar.com
134,Banarasi_Silk_00134.jpg,Banarasi_Silk,test,Pratham Gupta,2026-03-01,nift.ac.in
135,Banarasi_Silk_00135.jpg,Banarasi_Silk,test,Pratham Gupta,2026-02-21,craftsvilla.com
136,Banarasi_Silk_00136.jpg,Banarasi_Silk,test,Abhinav Dogra,2026-03-11,handlooms.nic.in
137,Banarasi_Silk_00137.jpg,Banarasi_Silk,test,Pratham Gupta,2026-02-22,limeroad.com
138,Banarasi_Silk_00138.jpg,Banarasi_Silk,test,Pratham Gupta,2026-03-15,tatacliq.com
139,Banarasi_Silk_00139.jpg,Banarasi_Silk,test,Abhinav Dogra,2026-03-07,fabindia.com
140,Banarasi_Silk_00140.jpg,Banarasi_Silk,test,Abhinav Dogra,2026-02-23,fabindia.com
141,Banarasi_Silk_00141.jpg,Banarasi_Silk,test,Abhinav Dogra,2026-03-12,texmin.nic.in
142,Banarasi_Silk_00142.jpg,Banarasi_Silk,test,Pratham Gupta,2026-03-05,craftcouncil.in
143,Banarasi_Silk_00143.jpg,Banarasi_Silk,test,Pratham Gupta,2026-02-25,cbazaar.com
144,Banarasi_Silk_00144.jpg,Banarasi_Silk,test,Abhinav Dogra,2026-03-04,nykafashion.com
145,Banarasi_Silk_00145.jpg,Banarasi_Silk,test,Pratham Gupta,2026-02-24,limeroad.com
146,Banarasi_Silk_00146.jpg,Banarasi_Silk,test,Pratham Gupta,2026-02-16,myntra.com
147,Banarasi_Silk_00147.jpg,Banarasi_Silk,test,Pratham Gupta,2026-03-12,tatacliq.com
148,Bandhani_00148.jpg,Bandhani,train,Krish Aggrawal,2026-02-16,craftcouncil.in
149,Bandhani_00149.jpg,Bandhani,train,Krish Aggrawal,2026-02-20,fabindia.com
150,Bandhani_00150.jpg,Bandhani,train,Krish Aggrawal,2026-03-06,cbazaar.com
151,Bandhani_00151.jpg,Bandhani,train,Krish Aggrawal,2026-02-21,nift.ac.in
152,Bandhani_00152.jpg,Bandhani,train,Krish Aggrawal,2026-02-25,sikshalochan.nic.in
153,Bandhani_00153.jpg,Bandhani,train,Krish Aggrawal,2026-03-12,utsavfashion.com
154,Bandhani_00154.jpg,Bandhani,train,Krish Aggrawal,2026-03-15,nift.ac.in
155,Bandhani_00155.jpg,Bandhani,train,Krish Aggrawal,2026-02-21,handlooms.nic.in
156,Bandhani_00156.jpg,Bandhani,train,Krish Aggrawal,2026-02-22,myntra.com
157,Bandhani_00157.jpg,Bandhani,train,Krish Aggrawal,2026-03-07,fabindia.com
158,Bandhani_00158.jpg,Bandhani,train,Krish Aggrawal,2026-03-12,myntra.com
159,Bandhani_00159.jpg,Bandhani,train,Krish Aggrawal,2026-03-07,myntra.com
160,Bandhani_00160.jpg,Bandhani,train,Krish Aggrawal,2026-02-16,pantaloons.com
161,Bandhani_00161.jpg,Bandhani,train,Krish Aggrawal,2026-02-24,texmin.nic.in
162,Bandhani_00162.jpg,Bandhani,train,Krish Aggrawal,2026-02-15,nykafashion.com
163,Bandhani_00163.jpg,Bandhani,train,Krish Aggrawal,2026-02-27,fabindia.com
164,Bandhani_00164.jpg,Bandhani,train,Krish Aggrawal,2026-03-11,ajio.com
165,Bandhani_00165.jpg,Bandhani,train,Krish Aggrawal,2026-03-15,pantaloons.com
166,Bandhani_00166.jpg,Bandhani,train,Krish Aggrawal,2026-03-05,texmin.nic.in
167,Bandhani_00167.jpg,Bandhani,train,Krish Aggrawal,2026-02-16,tatacliq.com
168,Bandhani_00168.jpg,Bandhani,train,Krish Aggrawal,2026-02-24,texmin.nic.in
169,Bandhani_00169.jpg,Bandhani,train,Krish Aggrawal,2026-02-23,handlooms.nic.in
170,Bandhani_00170.jpg,Bandhani,train,Krish Aggrawal,2026-03-04,nykafashion.com
171,Bandhani_00171.jpg,Bandhani,train,Krish Aggrawal,2026-02-23,texmin.nic.in
172,Bandhani_00172.jpg,Bandhani,train,Krish Aggrawal,2026-02-27,nift.ac.in
173,Bandhani_00173.jpg,Bandhani,train,Krish Aggrawal,2026-03-04,nift.ac.in
174,Bandhani_00174.jpg,Bandhani,train,Krish Aggrawal,2026-02-15,nykafashion.com
175,Bandhani_00175.jpg,Bandhani,train,Krish Aggrawal,2026-03-14,cbazaar.com
176,Bandhani_00176.jpg,Bandhani,train,Krish Aggrawal,2026-02-21,fabindia.com
177,Bandhani_00177.jpg,Bandhani,train,Krish Aggrawal,2026-03-14,utsavfashion.com
178,Bandhani_00178.jpg,Bandhani,train,Krish Aggrawal,2026-03-06,india.gov.in/textiles
179,Bandhani_00179.jpg,Bandhani,train,Krish Aggrawal,2026-02-15,sikshalochan.nic.in
180,Bandhani_00180.jpg,Bandhani,train,Krish Aggrawal,2026-02-27,fabindia.com
181,Bandhani_00181.jpg,Bandhani,train,Krish Aggrawal,2026-03-08,limeroad.com
182,Bandhani_00182.jpg,Bandhani,train,Krish Aggrawal,2026-02-24,westside.com
183,Bandhani_00183.jpg,Bandhani,train,Krish Aggrawal,2026-02-15,handlooms.nic.in
184,Bandhani_00184.jpg,Bandhani,train,Krish Aggrawal,2026-02-24,texmin.nic.in
185,Bandhani_00185.jpg,Bandhani,train,Krish Aggrawal,2026-02-18,india.gov.in/textiles
186,Bandhani_00186.jpg,Bandhani,train,Krish Aggrawal,2026-03-15,myntra.com
187,Bandhani_00187.jpg,Bandhani,train,Krish Aggrawal,2026-02-26,myntra.com
188,Bandhani_00188.jpg,Bandhani,train,Krish Aggrawal,2026-03-01,limeroad.com
189,Bandhani_00189.jpg,Bandhani,train,Krish Aggrawal,2026-03-15,cbazaar.com
190,Bandhani_00190.jpg,Bandhani,train,Krish Aggrawal,2026-03-07,myntra.com
191,Bandhani_00191.jpg,Bandhani,train,Krish Aggrawal,2026-02-28,nykafashion.com
192,Bandhani_00192.jpg,Bandhani,train,Krish Aggrawal,2026-02-19,cbazaar.com
193,Bandhani_00193.jpg,Bandhani,train,Krish Aggrawal,2026-03-06,cbazaar.com
194,Bandhani_00194.jpg,Bandhani,train,Krish Aggrawal,2026-03-05,pantaloons.com
195,Bandhani_00195.jpg,Bandhani,train,Krish Aggrawal,2026-02-22,pantaloons.com
196,Bandhani_00196.jpg,Bandhani,train,Krish Aggrawal,2026-03-08,westside.com
197,Bandhani_00197.jpg,Bandhani,train,Krish Aggrawal,2026-03-05,pantaloons.com
198,Bandhani_00198.jpg,Bandhani,train,Krish Aggrawal,2026-03-01,ajio.com
199,Bandhani_00199.jpg,Bandhani,train,Krish Aggrawal,2026-02-16,westside.com
200,Bandhani_00200.jpg,Bandhani,train,Krish Aggrawal,2026-03-13,handlooms.nic.in
201,Bandhani_00201.jpg,Bandhani,train,Krish Aggrawal,2026-02-18,ajio.com
202,Bandhani_00202.jpg,Bandhani,train,Krish Aggrawal,2026-02-17,craftsvilla.com
203,Bandhani_00203.jpg,Bandhani,train,Krish Aggrawal,2026-02-26,tatacliq.com
204,Bandhani_00204.jpg,Bandhani,train,Krish Aggrawal,2026-03-02,limeroad.com
205,Bandhani_00205.jpg,Bandhani,train,Krish Aggrawal,2026-03-11,sikshalochan.nic.in
206,Bandhani_00206.jpg,Bandhani,train,Krish Aggrawal,2026-02-17,india.gov.in/textiles
207,Bandhani_00207.jpg,Bandhani,train,Krish Aggrawal,2026-03-09,nift.ac.in
208,Bandhani_00208.jpg,Bandhani,train,Krish Aggrawal,2026-03-11,nift.ac.in
209,Bandhani_00209.jpg,Bandhani,train,Krish Aggrawal,2026-02-24,texmin.nic.in
210,Bandhani_00210.jpg,Bandhani,train,Krish Aggrawal,2026-03-06,pantaloons.com
211,Bandhani_00211.jpg,Bandhani,train,Krish Aggrawal,2026-03-03,india.gov.in/textiles
212,Bandhani_00212.jpg,Bandhani,train,Krish Aggrawal,2026-02-15,tatacliq.com
213,Bandhani_00213.jpg,Bandhani,train,Krish Aggrawal,2026-03-08,westside.com
214,Bandhani_00214.jpg,Bandhani,train,Krish Aggrawal,2026-03-02,myntra.com
215,Bandhani_00215.jpg,Bandhani,train,Krish Aggrawal,2026-02-16,craftsvilla.com
216,Bandhani_00216.jpg,Bandhani,train,Krish Aggrawal,2026-03-11,nift.ac.in
217,Bandhani_00217.jpg,Bandhani,train,Krish Aggrawal,2026-02-25,craftsvilla.com
218,Bandhani_00218.jpg,Bandhani,train,Krish Aggrawal,2026-03-14,myntra.com
219,Bandhani_00219.jpg,Bandhani,train,Krish Aggrawal,2026-02-16,nift.ac.in
220,Bandhani_00220.jpg,Bandhani,train,Krish Aggrawal,2026-02-19,texmin.nic.in
221,Bandhani_00221.jpg,Bandhani,train,Krish Aggrawal,2026-02-25,myntra.com
222,Bandhani_00222.jpg,Bandhani,train,Krish Aggrawal,2026-03-15,nykafashion.com
223,Bandhani_00223.jpg,Bandhani,train,Krish Aggrawal,2026-02-19,craftcouncil.in
224,Bandhani_00224.jpg,Bandhani,train,Krish Aggrawal,2026-02-19,westside.com
225,Bandhani_00225.jpg,Bandhani,train,Krish Aggrawal,2026-02-21,handlooms.nic.in
226,Bandhani_00226.jpg,Bandhani,train,Krish Aggrawal,2026-03-04,myntra.com
227,Bandhani_00227.jpg,Bandhani,train,Krish Aggrawal,2026-02-19,india.gov.in/textiles
228,Bandhani_00228.jpg,Bandhani,train,Krish Aggrawal,2026-02-24,westside.com
229,Bandhani_00229.jpg,Bandhani,train,Krish Aggrawal,2026-02-16,cbazaar.com
230,Bandhani_00230.jpg,Bandhani,train,Krish Aggrawal,2026-03-06,tatacliq.com
231,Bandhani_00231.jpg,Bandhani,train,Krish Aggrawal,2026-03-13,pantaloons.com
232,Bandhani_00232.jpg,Bandhani,train,Krish Aggrawal,2026-02-16,cbazaar.com
233,Bandhani_00233.jpg,Bandhani,train,Krish Aggrawal,2026-03-13,myntra.com
234,Bandhani_00234.jpg,Bandhani,train,Krish Aggrawal,2026-03-03,craftcouncil.in
235,Bandhani_00235.jpg,Bandhani,val,Krish Aggrawal,2026-03-09,texmin.nic.in
236,Bandhani_00236.jpg,Bandhani,val,Krish Aggrawal,2026-03-09,utsavfashion.com
237,Bandhani_00237.jpg,Bandhani,val,Krish Aggrawal,2026-03-11,utsavfashion.com
238,Bandhani_00238.jpg,Bandhani,val,Krish Aggrawal,2026-03-04,westside.com
239,Bandhani_00239.jpg,Bandhani,val,Krish Aggrawal,2026-03-05,nykafashion.com
240,Bandhani_00240.jpg,Bandhani,val,Krish Aggrawal,2026-02-21,limeroad.com
241,Bandhani_00241.jpg,Bandhani,val,Krish Aggrawal,2026-03-09,pantaloons.com
242,Bandhani_00242.jpg,Bandhani,val,Krish Aggrawal,2026-03-13,myntra.com
243,Bandhani_00243.jpg,Bandhani,val,Krish Aggrawal,2026-03-13,nift.ac.in
244,Bandhani_00244.jpg,Bandhani,val,Krish Aggrawal,2026-03-10,cbazaar.com
245,Bandhani_00245.jpg,Bandhani,val,Krish Aggrawal,2026-02-22,india.gov.in/textiles
246,Bandhani_00246.jpg,Bandhani,val,Krish Aggrawal,2026-02-22,craftcouncil.in
247,Bandhani_00247.jpg,Bandhani,val,Krish Aggrawal,2026-03-15,tatacliq.com
248,Bandhani_00248.jpg,Bandhani,val,Krish Aggrawal,2026-03-07,tatacliq.com
249,Bandhani_00249.jpg,Bandhani,val,Krish Aggrawal,2026-03-07,limeroad.com
250,Bandhani_00250.jpg,Bandhani,val,Krish Aggrawal,2026-03-13,biba.in
251,Bandhani_00251.jpg,Bandhani,val,Krish Aggrawal,2026-02-20,cbazaar.com
252,Bandhani_00252.jpg,Bandhani,val,Krish Aggrawal,2026-02-15,ajio.com
253,Bandhani_00253.jpg,Bandhani,val,Krish Aggrawal,2026-03-14,myntra.com
254,Bandhani_00254.jpg,Bandhani,test,Krish Aggrawal,2026-02-16,biba.in
255,Bandhani_00255.jpg,Bandhani,test,Krish Aggrawal,2026-02-28,texmin.nic.in
256,Bandhani_00256.jpg,Bandhani,test,Krish Aggrawal,2026-03-03,pantaloons.com
257,Bandhani_00257.jpg,Bandhani,test,Krish Aggrawal,2026-03-12,biba.in
258,Bandhani_00258.jpg,Bandhani,test,Krish Aggrawal,2026-02-28,ajio.com
259,Bandhani_00259.jpg,Bandhani,test,Krish Aggrawal,2026-02-26,texmin.nic.in
260,Bandhani_00260.jpg,Bandhani,test,Krish Aggrawal,2026-02-19,craftsvilla.com
261,Bandhani_00261.jpg,Bandhani,test,Krish Aggrawal,2026-03-05,sikshalochan.nic.in
262,Bandhani_00262.jpg,Bandhani,test,Krish Aggrawal,2026-03-11,nykafashion.com
263,Bandhani_00263.jpg,Bandhani,test,Krish Aggrawal,2026-02-18,nykafashion.com
264,Bandhani_00264.jpg,Bandhani,test,Krish Aggrawal,2026-03-10,myntra.com
265,Bandhani_00265.jpg,Bandhani,test,Krish Aggrawal,2026-02-15,texmin.nic.in
266,Bandhani_00266.jpg,Bandhani,test,Krish Aggrawal,2026-03-05,biba.in
267,Bandhani_00267.jpg,Bandhani,test,Krish Aggrawal,2026-02-22,biba.in
268,Bandhani_00268.jpg,Bandhani,test,Krish Aggrawal,2026-03-02,texmin.nic.in
